Tipo_Chamado,Status,Organizacoes,criado,primeira_resoista,tempo_de_resolucao
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:47:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-208:48:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-288:48:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-219:51:00,
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-282:42:00,
Bug,Entregue,Claro - Hub de Aparelhos,04/12/2024,-01:03:00,22:36
New Feature,Entregue,Claro - Antiquebra,04/12/2024,-329:38:00,
Bug,Entregue,Claro - Hub de Aparelhos,04/12/2024,16:27,
Bug,Entregue,Sintesc,04/12/2024,-146:18:00,-122:38:00
Bug,Entregue,Claro - Hub de Aparelhos,03/12/2024,-06:58:00,16:41
Bug,Entregue,Claro - Hub de Aparelhos,03/12/2024,00:18,23:58
Bug,Entregue,Claro - Hub de Aparelhos,02/12/2024,-01:55:00,21:44
Bug,Entregue,Claro - Hub de Aparelhos,02/12/2024,18:48,
New Feature,Entregue,Claro - Hub de Aparelhos,02/12/2024,02:20,
New Feature,Entregue,Claro - Antiquebra,02/12/2024,-170:26:00,
HelpDesk Support,Resolvido,Jaguar Mining,02/12/2024,23:58,
Bug,Entregue,Claro - Antiquebra,29/11/2024,22:41,
Bug,Entregue,Jade Autism,29/11/2024,-280:42:00,-257:02:00
Bug,Entregue,Claro - Antiquebra,29/11/2024,-12:57:00,10:42
Bug,Entregue,Claro - Hub de Aparelhos,29/11/2024,22:27,
HelpDesk Support,Resolvido,Jaguar Mining,28/11/2024,09:09,
Bug,Entregue,Claro - Hub de Aparelhos,27/11/2024,-255:24:00,-231:44:00
HelpDesk Support,Resolvido,Sintesc,27/11/2024,-37:45:00,-14:05:00
HelpDesk Support,Resolvido,Sintesc,27/11/2024,-37:53:00,-14:13:00
HelpDesk Support,Resolvido,Sintesc,27/11/2024,-37:59:00,-14:19:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,26/11/2024,-01:55:00,22:03
New Feature,Entregue,Claro - Antiquebra,26/11/2024,-262:26:00,
Bug,Entregue,Claro - Hub de Aparelhos,26/11/2024,19:14,
Bug,Entregue,Pro Labore,25/11/2024,-06:44:00,-104:00:00
New Feature,Entregue,Jade Autism,25/11/2024,-282:54:00,
Bug,Entregue,Sintesc,22/11/2024,-138:35:00,-114:55:00
Bug,Entregue,Mais Alívio,22/11/2024,-09:49:00,13:50
Bug,Entregue,Claro - Hub de Aparelhos,22/11/2024,-03:47:00,19:52
Bug,Entregue,Claro - Hub de Aparelhos,21/11/2024,09:37,
New Feature,Entregue,Mais Alívio,21/11/2024,-520:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,21/11/2024,00:07,12:52
New Feature,Entregue,Jade Autism,21/11/2024,-306:30:00,
Bug,Entregue,Claro - Antiquebra,19/11/2024,-29:30:00,-05:50:00
Bug,Entregue,Mais Alívio,19/11/2024,-29:33:00,-05:53:00
Bug,Entregue,Solução em Focco,19/11/2024,-386:54:00,-363:14:00
Bug,Entregue,Solução em Focco,19/11/2024,-386:54:00,-363:14:00
Bug,Entregue,Solução em Focco,19/11/2024,-175:40:00,-152:00:00
Bug,Entregue,Solução em Focco,19/11/2024,-386:54:00,-363:14:00
Bug,Entregue,Solução em Focco,19/11/2024,-175:40:00,-152:00:00
Bug,Entregue,Claro - Hub de Aparelhos,18/11/2024,-34:43:00,-11:03:00
Bug,Entregue,Claro - Antiquebra,18/11/2024,-00:17:00,
Bug,Entregue,Claro - Antiquebra,18/11/2024,23:32,
Bug,Entregue,Claro - Antiquebra,18/11/2024,23:32,
Bug,Entregue,Sintesc,18/11/2024,-36:50:00,-13:10:00
Bug,Entregue,Claro - Hub de Aparelhos,15/11/2024,05:43,
HelpDesk Support,Resolvido,Jaguar Mining,14/11/2024,14:55,
New Feature,Entregue,Claro - Antiquebra,14/11/2024,-66:18:00,
New Feature,Entregue,Claro - Antiquebra,13/11/2024,-266:34:00,
Bug,Entregue,Claro - Antiquebra,13/11/2024,-95:40:00,-72:00:00
Bug,Entregue,Claro - Antiquebra,13/11/2024,-23:40:00,-72:00:00
Bug,Entregue,Claro - Antiquebra,13/11/2024,-112:05:00,-88:25:00
Bug,Entregue,Claro - Antiquebra,13/11/2024,-95:40:00,-72:00:00
Bug,Entregue,Claro - Antiquebra,13/11/2024,-95:40:00,-72:00:00
HelpDesk Support,Resolvido,Jaguar Mining,13/11/2024,20:52,
Bug,Entregue,Sintesc,13/11/2024,-30:55:00,-46:31:00
Bug,Entregue,Claro - Hub de Aparelhos,11/11/2024,16:21,
Bug,Entregue,Claro - Hub de Aparelhos,11/11/2024,-78:36:00,-61:13:00
Bug,Entregue,Solução em Focco,11/11/2024,-196:38:00,-172:58:00
HelpDesk Support,Resolvido,Sintesc,11/11/2024,-25:11:00,-25:31:00
Bug,Entregue,Claro - Hub de Aparelhos,11/11/2024,-27:37:00,-67:01:00
Bug,Entregue,Claro - Hub de Aparelhos,11/11/2024,-22:13:00,-17:16:00
Bug,Entregue,Claro - Hub de Aparelhos,11/11/2024,-30:42:00,-07:02:00
New Feature,Entregue,Claro - Hub de Aparelhos,11/11/2024,-61:40:00,
New Feature,Entregue,Claro - Hub de Aparelhos,09/11/2024,-142:41:00,
Bug,Entregue,Claro - Antiquebra,08/11/2024,-09:40:00,
Bug,Entregue,Claro - Antiquebra,08/11/2024,-11:14:00,
Bug,Entregue,Solução em Focco,08/11/2024,-441:57:00,-418:17:00
Bug,Entregue,Solução em Focco,08/11/2024,-534:43:00,-511:03:00
Bug,Entregue,Solução em Focco,08/11/2024,-1086:44:00,-1063:04:00
Bug,Entregue,Solução em Focco,08/11/2024,-94:45:00,-71:05:00
Bug,Entregue,Solução em Focco,08/11/2024,-94:45:00,-71:05:00
Bug,Entregue,Solução em Focco,08/11/2024,-94:46:00,-71:06:00
HelpDesk Support,Resolvido,Jaguar Mining,08/11/2024,22:37,
New Feature,Entregue,Claro - Antiquebra,07/11/2024,-122:12:00,
New Feature,Entregue,Claro - Hub de Aparelhos,07/11/2024,-1147:37:00,
HelpDesk Support,Resolvido,Jaguar Mining,07/11/2024,12:45,
Bug,Entregue,Claro - Antiquebra,07/11/2024,-20:37:00,
Bug,Entregue,Claro - Hub de Aparelhos,06/11/2024,11:16,
Bug,Entregue,Claro - Antiquebra,06/11/2024,23:40,
New Feature,Entregue,Claro - Antiquebra,06/11/2024,01:08,
Bug,Entregue,Claro - Antiquebra,05/11/2024,-55:16:00,
Bug,Entregue,Claro - Antiquebra,01/11/2024,-67:59:00,
Bug,Entregue,Claro - Hub de Aparelhos,01/11/2024,-72:46:00,-49:06:00
New Feature,Entregue,Claro - Hub de Aparelhos,01/11/2024,23:15,
New Feature,Entregue,Claro - Hub de Aparelhos,31/10/2024,21:47,
Bug,Entregue,Mais Alívio,31/10/2024,-81:31:00,-57:51:00
Bug,Entregue,Mais Alívio,31/10/2024,-138:50:00,-115:10:00
Bug,Entregue,Claro - Hub de Aparelhos,31/10/2024,-03:03:00,00:01
Bug,Entregue,Mais Alívio,31/10/2024,-138:54:00,-115:14:00
New Feature,Entregue,Mais Alívio,31/10/2024,-1243:16:00,
New Feature,Entregue,Claro - Hub de Aparelhos,31/10/2024,-34:29:00,
Bug,Entregue,Solução em Focco,30/10/2024,-495:53:00,-472:13:00
HelpDesk Support,Resolvido,Jaguar Mining,30/10/2024,08:09,
Bug,Entregue,Sintesc,30/10/2024,-156:46:00,-133:07:00
New Feature,Entregue,Mais Alívio,29/10/2024,-132:13:00,
Bug,Entregue,Solução em Focco,28/10/2024,-49:18:00,-25:38:00
New Feature,Entregue,Mais Alívio,28/10/2024,-193:48:00,
New Feature,Entregue,Claro - Hub de Aparelhos,28/10/2024,-26:43:00,
HelpDesk Support,Cancelado,Jaguar Mining,28/10/2024,-04:26:00,
HelpDesk Support,Cancelado,Jaguar Mining,28/10/2024,-04:26:00,
HelpDesk Support,Resolvido,Jaguar Mining,28/10/2024,-04:32:00,
New Feature,Entregue,Sintesc,28/10/2024,-332:56:00,
Bug,Entregue,Mais Alívio,28/10/2024,-55:09:00,-31:29:00
HelpDesk Support,Resolvido,Jaguar Mining,28/10/2024,21:20,
Bug,Entregue,Claro - Hub de Aparelhos,27/10/2024,-122:27:00,-98:47:00
Bug,Entregue,Claro - Hub de Aparelhos,27/10/2024,-122:27:00,-98:47:00
Bug,Entregue,Claro - Hub de Aparelhos,27/10/2024,-122:26:00,-98:46:00
Bug,Entregue,Claro - Hub de Aparelhos,27/10/2024,-122:26:00,-98:46:00
New Feature,Entregue,Claro - Hub de Aparelhos,24/10/2024,-96:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,24/10/2024,00:00,
New Feature,Entregue,Sintesc,24/10/2024,-537:12:00,
HelpDesk Support,Resolvido,Jaguar Mining,24/10/2024,20:37,
HelpDesk Support,Resolvido,Jaguar Mining,24/10/2024,20:31,
New Feature,Entregue,Mais Alívio,24/10/2024,-216:01:00,
Bug,Entregue,Claro - Hub de Aparelhos,23/10/2024,-118:55:00,
New Feature,Entregue,Sintesc,23/10/2024,-166:24:00,
Bug,Entregue,Claro - Hub de Aparelhos,22/10/2024,-146:25:00,-122:45:00
Bug,Entregue,Claro - Hub de Aparelhos,22/10/2024,05:50,
New Feature,Entregue,Claro - Hub de Aparelhos,22/10/2024,04:54,
Bug,Entregue,Claro - Hub de Aparelhos,21/10/2024,-154:24:00,-130:44:00
Bug,Entregue,Claro - Hub de Aparelhos,21/10/2024,-154:23:00,-130:43:00
Bug,Entregue,Claro - Hub de Aparelhos,21/10/2024,-154:21:00,-130:41:00
Bug,Entregue,Claro - Hub de Aparelhos,21/10/2024,-159:15:00,-135:35:00
HelpDesk Support,Resolvido,Jaguar Mining,21/10/2024,22:35,
HelpDesk Support,Resolvido,Jaguar Mining,18/10/2024,23:23,
Bug,Entregue,Claro - Hub de Aparelhos,18/10/2024,-01:50:00,-08:00:00
New Feature,Entregue,Sintesc,18/10/2024,-839:09:00,
Bug,Entregue,Claro - Hub de Aparelhos,17/10/2024,19:52,
Bug,Entregue,Claro - Hub de Aparelhos,17/10/2024,-00:58:00,19:08
New Feature,Entregue,Mais Alívio,17/10/2024,23:26,
New Feature,Entregue,Solução em Focco,17/10/2024,23:57,
New Feature,Entregue,Solução em Focco,17/10/2024,23:53,
New Feature,Entregue,Solução em Focco,17/10/2024,23:52,
HelpDesk Support,Resolvido,Jaguar Mining,16/10/2024,23:48,
New Feature,Entregue,Jade Autism,15/10/2024,22:21,
New Feature,Entregue,Claro - Hub de Aparelhos,15/10/2024,18:38,
Bug,Entregue,Solução em Focco,15/10/2024,-07:52:00,-283:27:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:32:00,-187:11:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:33:00,-187:10:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:34:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:35:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:36:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:37:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:38:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:39:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:43:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:44:00,-1208:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:45:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:46:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:48:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:49:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:50:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:51:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:53:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:54:00,-656:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:55:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:57:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:58:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-08:59:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-09:00:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-09:02:00,-563:13:00
Bug,Entregue,Solução em Focco,14/10/2024,-09:03:00,-563:11:00
Bug,Entregue,Solução em Focco,14/10/2024,-09:04:00,-128:00:00
Bug,Entregue,Solução em Focco,14/10/2024,-09:07:00,-563:10:00
Bug,Entregue,Sintesc,14/10/2024,-01:36:00,-218:11:00
Bug,Entregue,Claro - Hub de Aparelhos,11/10/2024,-00:07:00,06:10
Bug,Entregue,Claro - Hub de Aparelhos,11/10/2024,-179:22:00,
Bug,Entregue,Sintesc,11/10/2024,22:41,
New Feature,Entregue,Sintesc,11/10/2024,22:33,
New Feature,Entregue,Sintesc,11/10/2024,22:25,
Bug,Entregue,Claro - Hub de Aparelhos,11/10/2024,-05:09:00,01:08
Bug,Entregue,Sintesc,11/10/2024,-00:37:00,-01:26:00
Bug,Entregue,Mais Alívio,10/10/2024,-00:19:00,-973:45:00
Bug,Entregue,Claro - Hub de Aparelhos,09/10/2024,00:09,-194:37:00
New Feature,Entregue,Mais Alívio,09/10/2024,23:14,
Bug,Entregue,Claro - Hub de Aparelhos,08/10/2024,19:44,
New Feature,Entregue,Sintesc,08/10/2024,15:30,
New Feature,Entregue,Sintesc,08/10/2024,15:24,
Bug,Entregue,Sintesc,07/10/2024,-09:01:00,-05:56:00
Bug,Entregue,Claro - Hub de Aparelhos,07/10/2024,14:30,
New Feature,Entregue,Claro - Hub de Aparelhos,07/10/2024,14:14,
Bug,Entregue,Mais Alívio,07/10/2024,-00:08:00,-23:04:00
Bug,Entregue,Mais Alívio,07/10/2024,-00:20:00,-23:23:00
Bug,Entregue,Mais Alívio,07/10/2024,-00:32:00,-76:37:00
Bug,Entregue,Sintesc,07/10/2024,-28:04:00,-04:24:00
HelpDesk Support,Resolvido,Jaguar Mining,07/10/2024,19:59,
New Feature,Entregue,Claro - Hub de Aparelhos,04/10/2024,23:27,
New Feature,Entregue,Sintesc,03/10/2024,16:49,
HelpDesk Support,Resolvido,Jaguar Mining,03/10/2024,24:00:00,
HelpDesk Support,Resolvido,Jaguar Mining,02/10/2024,24:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,02/10/2024,24:00:00,-39:13:00
HelpDesk Support,Resolvido,Mais Alívio,01/10/2024,24:00:00,-40:00:00
Bug,Entregue,Claro - Hub de Aparelhos,01/10/2024,23:47,-39:27:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,30/09/2024,-00:50:00,17:19
HelpDesk Support,Resolvido,Sintesc,30/09/2024,-00:30:00,-08:31:00
Bug,Entregue,Sintesc,27/09/2024,00:06,-244:46:00
Bug,Entregue,Claro - Hub de Aparelhos,27/09/2024,21:35,
New Feature,Entregue,Mais Alívio,26/09/2024,23:29,
New Feature,Entregue,Sintesc,26/09/2024,22:55,
Bug,Entregue,Sintesc,26/09/2024,-01:08:00,-324:37:00
Bug,Entregue,Claro - Hub de Aparelhos,25/09/2024,22:05,
Bug,Entregue,Solução em Focco,25/09/2024,-05:13:00,06:09
Bug,Entregue,Jade Autism,25/09/2024,-05:27:00,-82:40:00
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:05:00,01:34
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:06:00,01:33
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:07:00,01:32
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:09:00,01:30
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:10:00,01:29
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:11:00,01:28
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:12:00,01:27
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:13:00,01:26
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:15:00,01:24
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:16:00,01:23
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:18:00,01:21
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:20:00,01:19
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-22:21:00,01:18
HelpDesk Support,Resolvido,Sintesc,25/09/2024,-00:42:00,14:00
HelpDesk Support,Resolvido,Sintesc,24/09/2024,00:11,16:31
Bug,Entregue,Jade Autism,23/09/2024,-01:44:00,-07:48:00
Bug,Entregue,Jade Autism,23/09/2024,-01:46:00,-112:00:00
Bug,Entregue,Claro - Hub de Aparelhos,21/09/2024,23:48,
Bug,Entregue,Claro - Hub de Aparelhos,20/09/2024,22:51,
Bug,Entregue,Solução em Focco,20/09/2024,-04:52:00,00:17
Bug,Entregue,Solução em Focco,20/09/2024,-04:52:00,00:16
Bug,Entregue,Sintesc,19/09/2024,00:20,-40:00:00
New Feature,Entregue,Sintesc,18/09/2024,-00:19:00,
Bug,Entregue,Solução em Focco,18/09/2024,-01:55:00,-33:57:00
Bug,Entregue,Solução em Focco,18/09/2024,-01:57:00,-34:00:00
Bug,Entregue,Solução em Focco,18/09/2024,-01:57:00,-135:09:00
Bug,Entregue,Solução em Focco,18/09/2024,-01:58:00,-34:05:00
New Feature,Entregue,Sintesc,17/09/2024,-01:37:00,
HelpDesk Support,Resolvido,Sintesc,17/09/2024,-02:21:00,05:18
HelpDesk Support,Resolvido,Sintesc,16/09/2024,-19:27:00,-05:07:00
Bug,Entregue,Mais Alívio,16/09/2024,-13:03:00,10:36
Bug,Entregue,Mais Alívio,16/09/2024,-05:05:00,18:34
Bug,Entregue,Mais Alívio,16/09/2024,-109:54:00,-86:14:00
Bug,Entregue,Mais Alívio,16/09/2024,-37:29:00,-13:49:00
Bug,Entregue,Sintesc,13/09/2024,-96:07:00,-72:27:00
Bug,Entregue,Claro - Hub de Aparelhos,13/09/2024,23:52,
Bug,Entregue,Claro - Hub de Aparelhos,12/09/2024,23:25,
HelpDesk Support,Resolvido,Jaguar Mining,12/09/2024,23:29,
New Feature,Entregue,Sintesc,12/09/2024,23:46,
HelpDesk Support,Resolvido,Jaguar Mining,12/09/2024,23:10,
HelpDesk Support,Resolvido,Jaguar Mining,12/09/2024,23:46,
Bug,Entregue,Pro Labore,11/09/2024,21:43,-32:00:00
Bug,Entregue,Jaguar Mining,11/09/2024,-15:13:00,08:26
Bug,Entregue,Jade Autism,11/09/2024,21:02,-104:38:00
HelpDesk Support,Resolvido,Visione,11/09/2024,19:58,-154:20:00
HelpDesk Support,Resolvido,Visione,11/09/2024,19:57,-154:23:00
HelpDesk Support,Resolvido,Visione,11/09/2024,19:57,-154:24:00
HelpDesk Support,Resolvido,Visione,11/09/2024,19:57,-154:29:00
New Feature,Entregue,Claro - Hub de Aparelhos,11/09/2024,23:50,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,10/09/2024,-00:43:00,22:56
Bug,Entregue,Jade Autism,10/09/2024,-16:24:00,07:15
HelpDesk Support,Resolvido,Jaguar Mining,10/09/2024,17:18,
HelpDesk Support,Resolvido,Jaguar Mining,09/09/2024,-09:24:00,
New Feature,Entregue,Claro - Hub de Aparelhos,09/09/2024,-100:41:00,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,06/09/2024,00:03,-175:33:00
Bug,Entregue,Claro - Hub de Aparelhos,06/09/2024,23:19,
HelpDesk Support,Cancelado,Claro - Hub de Aparelhos,06/09/2024,23:57,
Bug,Entregue,Solução em Focco,06/09/2024,-00:17:00,02:23
Bug,Entregue,Solução em Focco,06/09/2024,-00:17:00,-27:26:00
Bug,Entregue,Solução em Focco,06/09/2024,-00:15:00,05:56
Bug,Entregue,Solução em Focco,06/09/2024,-00:15:00,05:56
Bug,Entregue,Solução em Focco,06/09/2024,-00:15:00,-27:29:00
Bug,Entregue,Solução em Focco,06/09/2024,-00:14:00,05:53
Bug,Entregue,Solução em Focco,06/09/2024,-00:13:00,-27:30:00
Bug,Entregue,Solução em Focco,06/09/2024,-00:13:00,05:51
Bug,Entregue,Solução em Focco,06/09/2024,-00:12:00,-27:31:00
Bug,Entregue,Solução em Focco,06/09/2024,-00:11:00,-27:32:00
Bug,Entregue,Visione,05/09/2024,00:10,-209:29:00
Bug,Entregue,Visione,05/09/2024,00:17,-209:34:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,05/09/2024,-00:23:00,-00:24:00
HelpDesk Support,Resolvido,Jaguar Mining,05/09/2024,22:46,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,04/09/2024,-07:11:00,-12:59:00
Bug,Entregue,Claro - Hub de Aparelhos,03/09/2024,-00:32:00,-14:09:00
Bug,Entregue,Claro - Hub de Aparelhos,02/09/2024,23:41,
Bug,Entregue,Pro Labore,30/08/2024,23:28,-120:31:00
Bug,Entregue,Claro - Hub de Aparelhos,30/08/2024,23:31,-16:01:00
HelpDesk Support,Resolvido,Jaguar Mining,29/08/2024,23:50,
Bug,Entregue,Claro - Hub de Aparelhos,29/08/2024,23:44,
HelpDesk Support,Resolvido,Jaguar Mining,29/08/2024,23:11,
HelpDesk Support,Resolvido,Jaguar Mining,28/08/2024,22:59,
HelpDesk Support,Resolvido,Pro Labore,28/08/2024,23:32,-36:48:00
New Feature,Entregue,Claro - Hub de Aparelhos,28/08/2024,23:54,
Bug,Entregue,Claro - Hub de Aparelhos,27/08/2024,22:59,
Bug,Entregue,Pro Labore,26/08/2024,00:17,17:17
Bug,Entregue,Claro - Hub de Aparelhos,26/08/2024,23:18,
Bug,Entregue,Claro - Hub de Aparelhos,23/08/2024,21:42,09:09
Bug,Entregue,Sintesc,20/08/2024,-02:04:00,-61:46:00
Bug,Entregue,Sintesc,19/08/2024,-01:23:00,-15:41:00
Bug,Entregue,Sintesc,19/08/2024,-01:25:00,-15:13:00
HelpDesk Support,Resolvido,Pro Labore,19/08/2024,22:23,43:33:00
Bug,Entregue,Pro Labore,19/08/2024,-01:40:00,19:18
New Feature,Entregue,Pro Labore,19/08/2024,19:41,
Bug,Entregue,Claro - Hub de Aparelhos,12/08/2024,-26:13:00,-02:33:00
HelpDesk Support,Resolvido,Sintesc,12/08/2024,00:02,08:19
HelpDesk Support,Cancelado,Sintesc,12/08/2024,00:17,23:57
HelpDesk Support,Cancelado,Sintesc,12/08/2024,00:16,23:46
Bug,Entregue,Claro - Hub de Aparelhos,07/08/2024,23:10,
Bug,Entregue,Claro - Hub de Aparelhos,07/08/2024,23:02,
HelpDesk Support,Resolvido,Pro Labore,06/08/2024,23:21,-57:08:00
Bug,Entregue,Claro - Hub de Aparelhos,06/08/2024,19:05,
HelpDesk Support,Resolvido,Sintesc,05/08/2024,18:32,-38:47:00
Bug,Entregue,Claro - Hub de Aparelhos,30/07/2024,23:49,
Bug,Entregue,Claro - Hub de Aparelhos,26/07/2024,-00:26:00,-89:02:00
Bug,Entregue,Mais Alívio,26/07/2024,00:08,23:06
Bug,Entregue,Claro - Hub de Aparelhos,25/07/2024,00:20,24:00:00
Bug,Entregue,Mais Alívio,25/07/2024,-01:49:00,-241:19:00
New Feature,Entregue,Mais Alívio,25/07/2024,-02:00:00,
HelpDesk Support,Resolvido,Mais Alívio,24/07/2024,00:20,04:00
New Feature,Entregue,Mais Alívio,24/07/2024,-00:22:00,
Bug,Entregue,Mais Alívio,24/07/2024,-00:31:00,-352:55:00
Bug,Entregue,Mais Alívio,24/07/2024,-00:39:00,-730:56:00
New Feature,Entregue,Mais Alívio,24/07/2024,22:52,
Bug,Entregue,Mais Alívio,24/07/2024,-01:24:00,-287:02:00
Bug,Entregue,Sintesc,24/07/2024,-02:27:00,-03:05:00
Bug,Entregue,Sintesc,24/07/2024,-02:36:00,-03:11:00
Bug,Entregue,Sintesc,24/07/2024,-03:03:00,-03:43:00
Bug,Entregue,Sintesc,24/07/2024,-04:25:00,-05:07:00
Bug,Entregue,Sintesc,24/07/2024,-04:45:00,-05:30:00
Bug,Entregue,Jade Autism,23/07/2024,-00:18:00,21:24
HelpDesk Support,Resolvido,Sintesc,22/07/2024,-00:32:00,22:11
Bug,Entregue,Sintesc,19/07/2024,-08:02:00,-24:22:00
New Feature,Entregue,Claro - Hub de Aparelhos,18/07/2024,23:02,
Bug,Entregue,Sintesc,17/07/2024,23:16,-1515:41:00
New Feature,Entregue,Claro - Hub de Aparelhos,15/07/2024,22:54,
Bug,Entregue,Claro - Hub de Aparelhos,15/07/2024,-01:20:00,22:19
HelpDesk Support,Cancelado,Claro - Hub de Aparelhos,11/07/2024,00:01,-62:07:00
New Feature,Entregue,Claro - Hub de Aparelhos,11/07/2024,-64:41:00,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,09/07/2024,23:30,14:54
HelpDesk Support,Resolvido,Pro Labore,05/07/2024,22:09,
New Feature,Entregue,Pro Labore,05/07/2024,22:01,
Bug,Entregue,Sintesc,05/07/2024,00:10,-99:54:00
Bug,Entregue,Sintesc,04/07/2024,00:04,-102:24:00
Bug,Entregue,Claro - Hub de Aparelhos,03/07/2024,-00:55:00,-39:24:00
Bug,Entregue,Sintesc,03/07/2024,-136:10:00,-112:30:00
Bug,Entregue,Pro Labore,02/07/2024,00:20,-00:31:00
Bug,Entregue,Claro - Hub de Aparelhos,27/06/2024,23:51,
Bug,Entregue,Jade Autism,27/06/2024,-00:01:00,-1145:21:00
HelpDesk Support,Resolvido,Sintesc,26/06/2024,21:52,37:47:00
New Feature,Entregue,Sintesc,24/06/2024,19:48,
New Feature,Entregue,Sintesc,24/06/2024,00:15,
Bug,Entregue,Claro - Hub de Aparelhos,21/06/2024,-107:29:00,-83:49:00
Bug,Entregue,Claro - Hub de Aparelhos,20/06/2024,00:20,21:56
HelpDesk Support,Resolvido,Sintesc,20/06/2024,00:20,-177:08:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,20/06/2024,21:56,-63:57:00
Bug,Entregue,Claro - Hub de Aparelhos,20/06/2024,-04:54:00,-91:13:00
New Feature,Entregue,Claro - Hub de Aparelhos,20/06/2024,-07:41:00,
Bug,Entregue,Sintesc,19/06/2024,-01:38:00,-81:46:00
Bug,Entregue,Sintesc,19/06/2024,00:08,-45:26:00
Bug,Entregue,Claro - Hub de Aparelhos,19/06/2024,-00:10:00,18:43
New Feature,Entregue,Sintesc,17/06/2024,00:01,
New Feature,Entregue,Claro - Hub de Aparelhos,14/06/2024,23:44,
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,14/06/2024,22:38,14:54
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,14/06/2024,13:11,-11:28:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,14/06/2024,14:24,-11:41:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,14/06/2024,-11:08:00,12:51
New Feature,Entregue,Claro - Hub de Aparelhos,14/06/2024,-36:04:00,
Bug,Entregue,Pro Labore,13/06/2024,-80:28:00,-80:48:00
New Feature,Entregue,Claro - Hub de Aparelhos,13/06/2024,23:46,
Bug,Entregue,Sintesc,11/06/2024,00:03,20:25
HelpDesk Support,Resolvido,Sintesc,10/06/2024,-05:56:00,07:12
Bug,Entregue,Claro - Hub de Aparelhos,10/06/2024,-09:22:00,-238:03:00
Bug,Entregue,Sintesc,10/06/2024,-09:59:00,-47:03:00
Bug,Entregue,Sintesc,07/06/2024,00:16,-19:40:00
Bug,Entregue,Sintesc,06/06/2024,-16:30:00,07:09
